Programme code,Study Year,Academic Year,Course,Course Type
10041,1.0,2021-2022,1025,compulsory-elective
10041,1.0,2022-2023,1181,compulsory
10041,1.0,2022-2023,1270,compulsory-elective
10041,1.0,2022-2023,1145,compulsory-elective
10041,1.0,2022-2023,1073,compulsory-elective
10041,1.0,2022-2023,1004,compulsory-elective
10041,1.0,2022-2023,1183,elective
10041,1.0,2022-2023,1173,elective
10041,1.0,2022-2023,1171,elective
10041,1.0,2022-2023,1164,elective
10041,1.0,2022-2023,1012,elective
10041,1.0,2023-2024,1160,compulsory
10041,1.0,2023-2024,1062,compulsory
10041,1.0,2023-2024,1210,compulsory
10041,1.0,2023-2024,1091,compulsory
10041,1.0,2023-2024,1205,elective
10041,1.0,2023-2024,1191,elective
10041,1.0,2023-2024,1181,elective
10041,1.0,2023-2024,1130,elective
10041,2.0,2013-2014,1078,compulsory
10041,2.0,2013-2014,1049,compulsory
10041,2.0,2013-2014,1156,compulsory
10041,2.0,2013-2014,1131,compulsory
10041,2.0,2013-2014,1295,elective
10041,2.0,2013-2014,1257,elective
10041,2.0,2013-2014,1239,elective
10041,2.0,2013-2014,1217,elective
10041,2.0,2013-2014,1088,elective
10041,2.0,2014-2015,1097,compulsory
10041,2.0,2014-2015,1284,compulsory-elective
10041,2.0,2014-2015,1225,compulsory-elective
10041,2.0,2014-2015,1048,compulsory-elective
10041,2.0,2014-2015,1262,elective
10041,2.0,2014-2015,1218,elective
10041,2.0,2014-2015,1035,elective
10041,2.0,2014-2015,1027,elective
10041,2.0,2015-2016,1073,compulsory
10041,2.0,2015-2016,1169,compulsory-elective
10041,2.0,2015-2016,1127,compulsory-elective
10041,2.0,2015-2016,1105,compulsory-elective
10041,2.0,2015-2016,1050,compulsory-elective
10041,2.0,2015-2016,1294,elective
10041,2.0,2015-2016,1172,elective
10041,2.0,2015-2016,1164,elective
10041,2.0,2015-2016,1118,elective
10041,2.0,2015-2016,1042,elective
10041,2.0,2015-2016,1015,elective
10041,2.0,2016-2017,1256,compulsory
10041,2.0,2016-2017,1006,compulsory
10041,2.0,2016-2017,1143,compulsory-elective
10041,2.0,2016-2017,1059,compulsory-elective
10041,2.0,2016-2017,1058,compulsory-elective
10041,2.0,2016-2017,1047,compulsory-elective
10041,2.0,2016-2017,1269,elective
10041,2.0,2016-2017,1134,elective
10041,2.0,2016-2017,1068,elective
10041,2.0,2016-2017,1043,elective
10041,2.0,2016-2017,1021,elective
10041,2.0,2017-2018,1237,compulsory
10041,2.0,2017-2018,1229,compulsory
10041,2.0,2017-2018,1176,compulsory
10041,2.0,2017-2018,1014,compulsory
10041,2.0,2017-2018,1224,elective
10041,2.0,2017-2018,1093,elective
10041,2.0,2017-2018,1086,elective
10041,2.0,2017-2018,1083,elective
10041,2.0,2017-2018,1012,elective
10041,2.0,2018-2019,1249,compulsory
10041,2.0,2018-2019,1073,compulsory
10041,2.0,2018-2019,1294,compulsory-elective
10041,2.0,2018-2019,1287,compulsory-elective
10041,2.0,2018-2019,1172,compulsory-elective
10041,2.0,2018-2019,1006,compulsory-elective
10041,2.0,2018-2019,1223,compulsory-elective
10041,2.0,2018-2019,1183,compulsory-elective
10041,2.0,2018-2019,1074,compulsory-elective
10041,2.0,2018-2019,1038,compulsory-elective
10041,2.0,2019-2020,1239,compulsory
10041,2.0,2019-2020,1174,compulsory
10041,2.0,2019-2020,1148,compulsory
10041,2.0,2019-2020,1030,compulsory
10041,2.0,2019-2020,1225,elective
10041,2.0,2019-2020,1172,elective
10041,2.0,2019-2020,1111,elective
10041,2.0,2019-2020,1090,elective
10041,2.0,2020-2021,1299,compulsory
10041,2.0,2020-2021,1221,compulsory-elective
10041,2.0,2020-2021,1196,compulsory-elective
10041,2.0,2020-2021,1031,compulsory-elective
10041,2.0,2020-2021,1293,elective
10041,2.0,2020-2021,1290,elective
10041,2.0,2020-2021,1262,elective
10041,2.0,2020-2021,1188,elective
10041,2.0,2020-2021,1170,elective
10041,2.0,2020-2021,1024,elective
10041,2.0,2021-2022,1086,compulsory
10041,2.0,2021-2022,1225,compulsory-elective
10041,2.0,2021-2022,1032,compulsory-elective
10041,2.0,2021-2022,1204,elective
10041,2.0,2021-2022,1134,elective
10041,2.0,2021-2022,1087,elective
10041,2.0,2021-2022,1082,elective
10041,2.0,2021-2022,1072,elective
10041,2.0,2022-2023,1225,compulsory
10041,2.0,2022-2023,1032,compulsory
10041,2.0,2022-2023,1296,compulsory-elective
10041,2.0,2022-2023,1290,compulsory-elective
10041,2.0,2022-2023,1287,compulsory-elective
10041,2.0,2022-2023,1281,compulsory-elective
10041,2.0,2022-2023,1254,compulsory-elective
10041,2.0,2022-2023,1172,compulsory-elective
10041,2.0,2022-2023,1136,compulsory-elective
10041,2.0,2022-2023,1022,compulsory-elective
10041,2.0,2023-2024,1223,compulsory
10041,2.0,2023-2024,1075,compulsory
10041,2.0,2023-2024,1292,compulsory
10041,2.0,2023-2024,1229,compulsory
10041,2.0,2023-2024,1282,elective
10041,2.0,2023-2024,1267,elective
10041,2.0,2023-2024,1249,elective
10041,2.0,2023-2024,1214,elective
10041,2.0,2023-2024,1143,elective
10041,2.0,2023-2024,1011,elective
10042,1.0,2013-2014,1254,compulsory
10042,1.0,2013-2014,1166,compulsory
10042,1.0,2013-2014,1207,compulsory-elective
10042,1.0,2013-2014,1180,compulsory-elective
10042,1.0,2013-2014,1130,compulsory-elective
10042,1.0,2013-2014,1051,compulsory-elective
10042,1.0,2013-2014,1239,elective
10042,1.0,2013-2014,1221,elective
10042,1.0,2013-2014,1173,elective
10042,1.0,2013-2014,1136,elective
10042,1.0,2013-2014,1080,elective
10042,1.0,2013-2014,1036,elective
10042,1.0,2014-2015,1255,compulsory
10042,1.0,2014-2015,1192,compulsory
10042,1.0,2014-2015,1218,compulsory-elective
10042,1.0,2014-2015,1203,compulsory-elective
10042,1.0,2014-2015,1064,compulsory-elective
10042,1.0,2014-2015,1041,compulsory-elective
10042,1.0,2014-2015,1256,elective
10042,1.0,2014-2015,1126,elective
10042,1.0,2014-2015,1125,elective
10042,1.0,2014-2015,1103,elective
10042,1.0,2014-2015,1039,elective
10042,1.0,2015-2016,1124,compulsory
10042,1.0,2015-2016,1117,compulsory-elective
10042,1.0,2015-2016,1105,compulsory-elective
10042,1.0,2015-2016,1066,compulsory-elective
10042,1.0,2015-2016,1051,compulsory-elective
10042,1.0,2015-2016,1247,elective
10042,1.0,2015-2016,1222,elective
10042,1.0,2015-2016,1161,elective
10042,1.0,2015-2016,1047,elective
10042,1.0,2015-2016,1041,elective
10042,1.0,2016-2017,1107,compulsory
10042,1.0,2016-2017,1225,compulsory-elective
10042,1.0,2016-2017,1008,compulsory-elective
10042,1.0,2016-2017,1245,elective
10042,1.0,2016-2017,1136,elective
10042,1.0,2016-2017,1112,elective
10042,1.0,2016-2017,1052,elective
10042,1.0,2016-2017,1048,elective
10042,1.0,2016-2017,1033,elective
10042,1.0,2017-2018,1120,compulsory
10042,1.0,2017-2018,1008,compulsory
10042,1.0,2017-2018,1273,compulsory-elective
10042,1.0,2017-2018,1196,compulsory-elective
10042,1.0,2017-2018,1075,compulsory-elective
10042,1.0,2017-2018,1073,compulsory-elective
10042,1.0,2017-2018,1291,elective
10042,1.0,2017-2018,1265,elective
10042,1.0,2017-2018,1252,elective
10042,1.0,2017-2018,1218,elective
10042,1.0,2017-2018,1154,elective
10042,1.0,2018-2019,1005,compulsory
10042,1.0,2018-2019,1190,compulsory-elective
10042,1.0,2018-2019,1111,compulsory-elective
10042,1.0,2018-2019,1022,compulsory-elective
10042,1.0,2018-2019,1201,elective
10042,1.0,2018-2019,1164,elective
10042,1.0,2018-2019,1140,elective
10042,1.0,2018-2019,1129,elective
10042,1.0,2018-2019,1121,elective
10042,1.0,2019-2020,1185,compulsory
10042,1.0,2019-2020,1290,compulsory-elective
10042,1.0,2019-2020,1197,compulsory-elective
10042,1.0,2019-2020,1067,compulsory-elective
10042,1.0,2019-2020,1005,compulsory-elective
10042,1.0,2019-2020,1279,elective
10042,1.0,2019-2020,1276,elective
10042,1.0,2019-2020,1191,elective
10042,1.0,2019-2020,1136,elective
10042,1.0,2019-2020,1135,elective
10042,1.0,2019-2020,1055,elective
10042,1.0,2020-2021,1283,compulsory
10042,1.0,2020-2021,1290,compulsory-elective
10042,1.0,2020-2021,1249,compulsory-elective
10042,1.0,2020-2021,1297,elective
10042,1.0,2020-2021,1145,elective
10042,1.0,2020-2021,1092,elective
10042,1.0,2020-2021,1014,elective
10042,1.0,2021-2022,1082,compulsory
10042,1.0,2021-2022,1112,compulsory-elective
10042,1.0,2021-2022,1079,compulsory-elective
10042,1.0,2021-2022,1230,elective
10042,1.0,2021-2022,1218,elective
10042,1.0,2021-2022,1166,elective
10042,1.0,2021-2022,1104,elective
10042,1.0,2021-2022,1013,elective
10042,1.0,2022-2023,1244,compulsory
10042,1.0,2022-2023,1245,compulsory-elective
10042,1.0,2022-2023,1214,compulsory-elective
10042,1.0,2022-2023,1265,elective
10042,1.0,2022-2023,1183,elective
10042,1.0,2022-2023,1126,elective
10042,1.0,2022-2023,1066,elective
10042,1.0,2022-2023,1051,elective
10042,1.0,2022-2023,1018,elective
10042,1.0,2023-2024,1169,compulsory
10042,1.0,2023-2024,1159,compulsory
10042,1.0,2023-2024,1184,compulsory
10042,1.0,2023-2024,1133,compulsory
10042,1.0,2023-2024,1241,elective
10042,1.0,2023-2024,1215,elective
10042,1.0,2023-2024,1197,elective
10042,1.0,2023-2024,1011,elective
10042,2.0,2013-2014,1240,compulsory
10042,2.0,2013-2014,1176,compulsory
10042,2.0,2013-2014,1298,compulsory-elective
10042,2.0,2013-2014,1247,compulsory-elective
10042,2.0,2013-2014,1228,compulsory-elective
10042,2.0,2013-2014,1026,compulsory-elective
10042,2.0,2013-2014,1218,elective
10042,2.0,2013-2014,1128,elective
10042,2.0,2013-2014,1087,elective
10042,2.0,2013-2014,1074,elective
10042,2.0,2013-2014,1064,elective
10042,2.0,2013-2014,1029,elective
10042,2.0,2014-2015,1228,compulsory
10042,2.0,2014-2015,1286,compulsory-elective
10042,2.0,2014-2015,1168,compulsory-elective
10042,2.0,2014-2015,1156,compulsory-elective
10042,2.0,2014-2015,1078,compulsory-elective
10042,2.0,2014-2015,1257,compulsory-elective
10042,2.0,2014-2015,1010,compulsory-elective
10042,2.0,2014-2015,1009,compulsory-elective
10042,2.0,2014-2015,1007,compulsory-elective
10042,2.0,2015-2016,1279,compulsory
10042,2.0,2015-2016,1224,compulsory
10042,2.0,2015-2016,1116,compulsory-elective
10042,2.0,2015-2016,1086,compulsory-elective
10042,2.0,2015-2016,1023,compulsory-elective
10042,2.0,2015-2016,1234,elective
10042,2.0,2015-2016,1151,elective
10042,2.0,2015-2016,1128,elective
10042,2.0,2015-2016,1030,elective
10042,2.0,2015-2016,1009,elective
10042,2.0,2016-2017,1248,compulsory
10042,2.0,2016-2017,1208,compulsory
10042,2.0,2016-2017,1159,compulsory
10042,2.0,2016-2017,1080,compulsory
10042,2.0,2016-2017,1179,elective
10042,2.0,2016-2017,1148,elective
10042,2.0,2016-2017,1132,elective
10042,2.0,2016-2017,1085,elective
10042,2.0,2016-2017,1053,elective
10042,2.0,2016-2017,1036,elective
10042,2.0,2017-2018,1260,compulsory
10042,2.0,2017-2018,1060,compulsory
10042,2.0,2017-2018,1218,compulsory-elective
10042,2.0,2017-2018,1165,compulsory-elective
10042,2.0,2017-2018,1011,compulsory-elective
10042,2.0,2017-2018,1216,elective
10042,2.0,2017-2018,1120,elective
10042,2.0,2017-2018,1049,elective
10042,2.0,2017-2018,1036,elective
10042,2.0,2018-2019,1286,compulsory
10042,2.0,2018-2019,1274,compulsory
10042,2.0,2018-2019,1222,compulsory-elective
10042,2.0,2018-2019,1206,compulsory-elective
10042,2.0,2018-2019,1058,compulsory-elective
10042,2.0,2018-2019,1248,elective
10042,2.0,2018-2019,1219,elective
10042,2.0,2018-2019,1098,elective
10042,2.0,2018-2019,1049,elective
10042,2.0,2019-2020,1285,compulsory
10042,2.0,2019-2020,1252,compulsory-elective
10042,2.0,2019-2020,1104,compulsory-elective
10042,2.0,2019-2020,1282,elective
10042,2.0,2019-2020,1235,elective
10042,2.0,2019-2020,1215,elective
10042,2.0,2019-2020,1107,elective
10042,2.0,2019-2020,1084,elective
10042,2.0,2019-2020,1045,elective
10042,2.0,2020-2021,1297,compulsory
10042,2.0,2020-2021,1171,compulsory-elective
10042,2.0,2020-2021,1100,compulsory-elective
10042,2.0,2020-2021,1005,compulsory-elective
10042,2.0,2020-2021,1272,elective
10042,2.0,2020-2021,1263,elective
10042,2.0,2020-2021,1207,elective
10042,2.0,2020-2021,1175,elective
10042,2.0,2020-2021,1156,elective
10042,2.0,2021-2022,1204,compulsory
10042,2.0,2021-2022,1109,compulsory
10042,2.0,2021-2022,1223,compulsory-elective
10042,2.0,2021-2022,1179,compulsory-elective
10042,2.0,2021-2022,1152,compulsory-elective
10042,2.0,2021-2022,1157,elective
10042,2.0,2021-2022,1140,elective
10042,2.0,2021-2022,1064,elective
10042,2.0,2021-2022,1056,elective
10042,2.0,2021-2022,1014,elective
10042,2.0,2022-2023,1090,compulsory
10042,2.0,2022-2023,1213,compulsory-elective
10042,2.0,2022-2023,1155,compulsory-elective
10042,2.0,2022-2023,1112,compulsory-elective
10042,2.0,2022-2023,1037,compulsory-elective
10042,2.0,2022-2023,1227,compulsory-elective
10042,2.0,2022-2023,1118,compulsory-elective
10042,2.0,2022-2023,1038,compulsory-elective
10042,2.0,2022-2023,1033,compulsory-elective
10042,2.0,2023-2024,1122,compulsory
10042,2.0,2023-2024,1273,compulsory-elective
10042,2.0,2023-2024,1126,compulsory-elective
10042,2.0,2023-2024,1115,compulsory-elective
10042,2.0,2023-2024,1134,elective
10042,2.0,2023-2024,1082,elective
10042,2.0,2023-2024,1068,elective
10042,2.0,2023-2024,1052,elective
10051,1.0,2013-2014,1184,compulsory
10051,1.0,2013-2014,1119,compulsory
10051,1.0,2013-2014,1246,compulsory-elective
10051,1.0,2013-2014,1192,compulsory-elective
10051,1.0,2013-2014,1180,compulsory-elective
10051,1.0,2013-2014,1177,compulsory-elective
10051,1.0,2013-2014,1252,elective
10051,1.0,2013-2014,1220,elective
10051,1.0,2013-2014,1175,elective
10051,1.0,2013-2014,1080,elective
10051,1.0,2013-2014,1077,elective
10051,1.0,2014-2015,1284,compulsory
10051,1.0,2014-2015,1213,compulsory-elective
10051,1.0,2014-2015,1122,compulsory-elective
10051,1.0,2014-2015,1052,compulsory-elective
10051,1.0,2014-2015,1207,elective
10051,1.0,2014-2015,1197,elective
10051,1.0,2014-2015,1167,elective
10051,1.0,2014-2015,1154,elective
10051,1.0,2014-2015,1128,elective
10051,1.0,2015-2016,1145,compulsory
10051,1.0,2015-2016,1061,compulsory
10051,1.0,2015-2016,1147,compulsory
10051,1.0,2015-2016,1128,compulsory
10051,1.0,2015-2016,1207,elective
10051,1.0,2015-2016,1188,elective
10051,1.0,2015-2016,1120,elective
10051,1.0,2015-2016,1103,elective
10051,1.0,2016-2017,1229,compulsory
10051,1.0,2016-2017,1036,compulsory
10051,1.0,2016-2017,1203,compulsory
10051,1.0,2016-2017,1095,compulsory
10051,1.0,2016-2017,1265,elective
10051,1.0,2016-2017,1165,elective
10051,1.0,2016-2017,1125,elective
10051,1.0,2016-2017,1052,elective
10051,1.0,2016-2017,1022,elective
10051,1.0,2016-2017,1003,elective
10051,1.0,2017-2018,1011,compulsory
10051,1.0,2017-2018,1172,compulsory-elective
10051,1.0,2017-2018,1095,compulsory-elective
10051,1.0,2017-2018,1277,elective
10051,1.0,2017-2018,1188,elective
10051,1.0,2017-2018,1126,elective
10051,1.0,2017-2018,1066,elective
10051,1.0,2017-2018,1042,elective
10051,1.0,2017-2018,1006,elective
10051,1.0,2018-2019,1178,compulsory
10051,1.0,2018-2019,1144,compulsory
10051,1.0,2018-2019,1283,compulsory
10051,1.0,2018-2019,1191,compulsory
10051,1.0,2018-2019,1288,elective
10051,1.0,2018-2019,1242,elective
10051,1.0,2018-2019,1231,elective
10051,1.0,2018-2019,1183,elective
10051,1.0,2018-2019,1161,elective
10051,1.0,2018-2019,1114,elective
10051,1.0,2019-2020,1119,compulsory
10051,1.0,2019-2020,1299,compulsory-elective
10051,1.0,2019-2020,1067,compulsory-elective
10051,1.0,2019-2020,1279,elective
10051,1.0,2019-2020,1244,elective
10051,1.0,2019-2020,1149,elective
10051,1.0,2019-2020,1010,elective
10051,1.0,2020-2021,1221,compulsory
10051,1.0,2020-2021,1197,compulsory-elective
10051,1.0,2020-2021,1038,compulsory-elective
10051,1.0,2020-2021,1285,elective
10051,1.0,2020-2021,1243,elective
10051,1.0,2020-2021,1179,elective
10051,1.0,2020-2021,1029,elective
10051,1.0,2020-2021,1021,elective
10051,1.0,2021-2022,1246,compulsory
10051,1.0,2021-2022,1267,compulsory-elective
10051,1.0,2021-2022,1181,compulsory-elective
10051,1.0,2021-2022,1084,compulsory-elective
10051,1.0,2021-2022,1025,compulsory-elective
10051,1.0,2021-2022,1254,elective
10051,1.0,2021-2022,1222,elective
10051,1.0,2021-2022,1150,elective
10051,1.0,2021-2022,1056,elective
10051,1.0,2021-2022,1015,elective
10051,1.0,2022-2023,1123,compulsory
10051,1.0,2022-2023,1202,compulsory-elective
10051,1.0,2022-2023,1168,compulsory-elective
10051,1.0,2022-2023,1295,elective
10051,1.0,2022-2023,1207,elective
10051,1.0,2022-2023,1208,elective
10051,1.0,2022-2023,1102,elective
10051,1.0,2023-2024,1201,compulsory
10051,1.0,2023-2024,1015,compulsory
10051,1.0,2023-2024,1270,compulsory-elective
10051,1.0,2023-2024,1260,compulsory-elective
10051,1.0,2023-2024,1231,compulsory-elective
10051,1.0,2023-2024,1249,elective
10051,1.0,2023-2024,1212,elective
10051,1.0,2023-2024,1189,elective
10051,1.0,2023-2024,1154,elective
10051,1.0,2023-2024,1021,elective
10051,2.0,2013-2014,1050,compulsory
10051,2.0,2013-2014,1263,compulsory-elective
10051,2.0,2013-2014,1147,compulsory-elective
10051,2.0,2013-2014,1247,elective
10051,2.0,2013-2014,1233,elective
10051,2.0,2013-2014,1214,elective
10051,2.0,2013-2014,1127,elective
10051,2.0,2013-2014,1091,elective
10051,2.0,2014-2015,1205,compulsory
10051,2.0,2014-2015,1022,compulsory
10051,2.0,2014-2015,1037,compulsory
10051,2.0,2014-2015,1013,compulsory
10051,2.0,2014-2015,1243,elective
10051,2.0,2014-2015,1075,elective
10051,2.0,2014-2015,1069,elective
10051,2.0,2014-2015,1067,elective
10051,2.0,2015-2016,1162,compulsory
10051,2.0,2015-2016,1039,compulsory
10051,2.0,2015-2016,1163,compulsory-elective
10051,2.0,2015-2016,1065,compulsory-elective
10051,2.0,2015-2016,1035,compulsory-elective
10051,2.0,2015-2016,1005,compulsory-elective
10051,2.0,2015-2016,1137,elective
10051,2.0,2015-2016,1136,elective
10051,2.0,2015-2016,1119,elective
10051,2.0,2015-2016,1105,elective
10051,2.0,2015-2016,1104,elective
10051,2.0,2015-2016,1095,elective
10051,2.0,2016-2017,1187,compulsory
10051,2.0,2016-2017,1182,compulsory-elective
10051,2.0,2016-2017,1051,compulsory-elective
10051,2.0,2016-2017,1200,elective
10051,2.0,2016-2017,1176,elective
10051,2.0,2016-2017,1169,elective
10051,2.0,2016-2017,1097,elective
10051,2.0,2016-2017,1074,elective
10051,2.0,2016-2017,1030,elective
10051,2.0,2017-2018,1209,compulsory
10051,2.0,2017-2018,1253,compulsory-elective
10051,2.0,2017-2018,1129,compulsory-elective
10051,2.0,2017-2018,1120,compulsory-elective
10051,2.0,2017-2018,1064,compulsory-elective
10051,2.0,2017-2018,1256,elective
10051,2.0,2017-2018,1151,elective
10051,2.0,2017-2018,1113,elective
10051,2.0,2017-2018,1105,elective
10051,2.0,2017-2018,1102,elective
10051,2.0,2018-2019,1192,compulsory
10051,2.0,2018-2019,1115,compulsory
10051,2.0,2018-2019,1210,compulsory
10051,2.0,2018-2019,1188,compulsory
10051,2.0,2018-2019,1255,elective
10051,2.0,2018-2019,1221,elective
10051,2.0,2018-2019,1211,elective
10051,2.0,2018-2019,1122,elective
10051,2.0,2018-2019,1079,elective
10051,2.0,2018-2019,1044,elective
10051,2.0,2019-2020,1029,compulsory
10051,2.0,2019-2020,1091,compulsory-elective
10051,2.0,2019-2020,1059,compulsory-elective
10051,2.0,2019-2020,1264,elective
10051,2.0,2019-2020,1169,elective
10051,2.0,2019-2020,1119,elective
10051,2.0,2019-2020,1066,elective
10051,2.0,2020-2021,1186,compulsory
10051,2.0,2020-2021,1116,compulsory
10051,2.0,2020-2021,1282,compulsory-elective
10051,2.0,2020-2021,1196,compulsory-elective
10051,2.0,2020-2021,1167,compulsory-elective
10051,2.0,2020-2021,1242,elective
10051,2.0,2020-2021,1240,elective
10051,2.0,2020-2021,1139,elective
10051,2.0,2020-2021,1094,elective
10051,2.0,2020-2021,1043,elective
10051,2.0,2021-2022,1140,compulsory
10051,2.0,2021-2022,1215,compulsory-elective
10051,2.0,2021-2022,1118,compulsory-elective
10051,2.0,2021-2022,1276,elective
10051,2.0,2021-2022,1206,elective
10051,2.0,2021-2022,1187,elective
10051,2.0,2021-2022,1071,elective
10051,2.0,2021-2022,1009,elective
10051,2.0,2022-2023,1091,compulsory
10051,2.0,2022-2023,1076,compulsory
10051,2.0,2022-2023,1106,compulsory
10051,2.0,2022-2023,1039,compulsory
10051,2.0,2022-2023,1184,elective
10051,2.0,2022-2023,1069,elective
10051,2.0,2022-2023,1047,elective
10051,2.0,2022-2023,1007,elective
10051,2.0,2023-2024,1240,compulsory
10051,2.0,2023-2024,1197,compulsory
10051,2.0,2023-2024,1200,compulsory-elective
10051,2.0,2023-2024,1121,compulsory-elective
10051,2.0,2023-2024,1030,compulsory-elective
10051,2.0,2023-2024,1006,compulsory-elective
10051,2.0,2023-2024,1265,elective
10051,2.0,2023-2024,1212,elective
10051,2.0,2023-2024,1177,elective
10051,2.0,2023-2024,1158,elective
10051,2.0,2023-2024,1093,elective
10051,2.0,2023-2024,1078,elective
10051,3.0,2013-2014,1030,compulsory
10051,3.0,2013-2014,1152,compulsory-elective
10051,3.0,2013-2014,1011,compulsory-elective
10051,3.0,2013-2014,1296,elective
10051,3.0,2013-2014,1206,elective
10051,3.0,2013-2014,1188,elective
10051,3.0,2013-2014,1016,elective
10051,3.0,2014-2015,1201,compulsory
10051,3.0,2014-2015,1157,compulsory
10051,3.0,2014-2015,1295,compulsory
10051,3.0,2014-2015,1072,compulsory
10051,3.0,2014-2015,1096,elective
10051,3.0,2014-2015,1079,elective
10051,3.0,2014-2015,1068,elective
10051,3.0,2014-2015,1051,elective
10051,3.0,2014-2015,1030,elective
10051,3.0,2014-2015,1014,elective
10051,3.0,2015-2016,1144,compulsory
10051,3.0,2015-2016,1050,compulsory
10051,3.0,2015-2016,1277,compulsory-elective
10051,3.0,2015-2016,1225,compulsory-elective
10051,3.0,2015-2016,1040,compulsory-elective
10051,3.0,2015-2016,1020,compulsory-elective
10051,3.0,2015-2016,1186,elective
10051,3.0,2015-2016,1176,elective
10051,3.0,2015-2016,1177,elective
10051,3.0,2015-2016,1105,elective
10051,3.0,2015-2016,1018,elective
10051,3.0,2016-2017,1062,compulsory
10051,3.0,2016-2017,1238,compulsory-elective
10051,3.0,2016-2017,1120,compulsory-elective
10051,3.0,2016-2017,1150,elective
10051,3.0,2016-2017,1107,elective
10051,3.0,2016-2017,1080,elective
10051,3.0,2016-2017,1057,elective
10051,3.0,2017-2018,1276,compulsory
10051,3.0,2017-2018,1262,compulsory
10051,3.0,2017-2018,1026,compulsory
10051,3.0,2017-2018,1019,compulsory
10051,3.0,2017-2018,1299,elective
10051,3.0,2017-2018,1246,elective
10051,3.0,2017-2018,1225,elective
10051,3.0,2017-2018,1151,elective
10051,3.0,2017-2018,1014,elective
10051,3.0,2018-2019,1171,compulsory
10051,3.0,2018-2019,1143,compulsory-elective
10051,3.0,2018-2019,1139,compulsory-elective
10051,3.0,2018-2019,1292,elective
10051,3.0,2018-2019,1264,elective
10051,3.0,2018-2019,1198,elective
10051,3.0,2018-2019,1138,elective
10051,3.0,2018-2019,1062,elective
10051,3.0,2018-2019,1020,elective
10051,3.0,2019-2020,1061,compulsory
10051,3.0,2019-2020,1268,compulsory-elective
10051,3.0,2019-2020,1188,compulsory-elective
10051,3.0,2019-2020,1177,compulsory-elective
10051,3.0,2019-2020,1078,compulsory-elective
10051,3.0,2019-2020,1271,elective
10051,3.0,2019-2020,1191,elective
10051,3.0,2019-2020,1111,elective
10051,3.0,2019-2020,1072,elective
10051,3.0,2019-2020,1027,elective
10051,3.0,2020-2021,1118,compulsory
10051,3.0,2020-2021,1117,compulsory
10051,3.0,2020-2021,1279,compulsory-elective
10051,3.0,2020-2021,1223,compulsory-elective
10051,3.0,2020-2021,1029,compulsory-elective
10051,3.0,2020-2021,1220,elective
10051,3.0,2020-2021,1209,elective
10051,3.0,2020-2021,1192,elective
10051,3.0,2020-2021,1099,elective
10051,3.0,2020-2021,1035,elective
10051,3.0,2020-2021,1030,elective
10051,3.0,2021-2022,1279,compulsory
10051,3.0,2021-2022,1192,compulsory
10051,3.0,2021-2022,1157,compulsory-elective
10051,3.0,2021-2022,1043,compulsory-elective
10051,3.0,2021-2022,1024,compulsory-elective
10051,3.0,2021-2022,1237,elective
10051,3.0,2021-2022,1197,elective
10051,3.0,2021-2022,1173,elective
10051,3.0,2021-2022,1115,elective
10051,3.0,2022-2023,1297,compulsory
10051,3.0,2022-2023,1264,compulsory
10051,3.0,2022-2023,1224,compulsory-elective
10051,3.0,2022-2023,1115,compulsory-elective
10051,3.0,2022-2023,1104,compulsory-elective
10051,3.0,2022-2023,1031,compulsory-elective
10051,3.0,2022-2023,1205,elective
10051,3.0,2022-2023,1190,elective
10051,3.0,2022-2023,1077,elective
10051,3.0,2022-2023,1075,elective
10051,3.0,2022-2023,1060,elective
10051,3.0,2023-2024,1270,compulsory
10051,3.0,2023-2024,1153,compulsory
10051,3.0,2023-2024,1139,compulsory-elective
10051,3.0,2023-2024,1131,compulsory-elective
10051,3.0,2023-2024,1116,compulsory-elective
10051,3.0,2023-2024,1064,compulsory-elective
10051,3.0,2023-2024,1223,compulsory-elective
10051,3.0,2023-2024,1216,compulsory-elective
10051,3.0,2023-2024,1093,compulsory-elective
10051,3.0,2023-2024,1069,compulsory-elective
10052,1.0,2013-2014,1296,compulsory
10052,1.0,2013-2014,1175,compulsory-elective
10052,1.0,2013-2014,1162,compulsory-elective
10052,1.0,2013-2014,1191,elective
10052,1.0,2013-2014,1180,elective
10052,1.0,2013-2014,1106,elective
10052,1.0,2013-2014,1100,elective
10052,1.0,2014-2015,1273,compulsory
10052,1.0,2014-2015,1189,compulsory
10052,1.0,2014-2015,1247,compulsory-elective
10052,1.0,2014-2015,1132,compulsory-elective
10052,1.0,2014-2015,1116,compulsory-elective
10052,1.0,2014-2015,1099,compulsory-elective
10052,1.0,2014-2015,1274,compulsory-elective
10052,1.0,2014-2015,1237,compulsory-elective
10052,1.0,2014-2015,1179,compulsory-elective
10052,1.0,2014-2015,1042,compulsory-elective
10052,1.0,2015-2016,1081,compulsory
10052,1.0,2015-2016,1032,compulsory
10052,1.0,2015-2016,1278,compulsory-elective
10052,1.0,2015-2016,1196,compulsory-elective
10052,1.0,2015-2016,1142,compulsory-elective
10052,1.0,2015-2016,1226,elective
10052,1.0,2015-2016,1224,elective
10052,1.0,2015-2016,1146,elective
10052,1.0,2015-2016,1050,elective
10052,1.0,2015-2016,1016,elective
10052,1.0,2016-2017,1293,compulsory
10052,1.0,2016-2017,1022,compulsory
10052,1.0,2016-2017,1211,compulsory
10052,1.0,2016-2017,1172,compulsory
